day,year,mo,da,report_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_REPORTS
1,2005,11,28,2005-11-28,55.3,49.3,998.1,8.3,13.9,25.1,36.9,61.0,48.9,0.29,999.9,0,115
2,2005,11,29,2005-11-29,35.3,24.9,1002.3,9.8,15.2,22.0,28.0,48.9,28.0,0.42,999.9,0,89
3,2005,11,30,2005-11-30,25.8,16.6,1018.1,10.0,8.7,15.9,22.0,28.0,23.0,0.0,999.9,0,89
4,2005,12,01,2005-12-01,26.6,18.9,1018.0,7.1,7.0,17.1,22.0,28.9,24.1,0.0,1.2,0,107
5,2005,12,02,2005-12-02,19.3,8.4,1022.2,10.0,10.5,15.0,25.1,25.0,12.0,0.0,1.2,0,107
6,2005,12,03,2005-12-03,23.9,13.9,1020.0,9.3,7.3,15.0,999.9,30.0,19.0,0.0,1.2,0,122
7,2005,12,04,2005-12-04,25.9,19.9,1018.1,6.1,8.7,13.0,999.9,30.0,21.0,0.06,2.0,0,125
1,2005,12,05,2005-12-05,13.2,4.2,1024.3,10.0,8.5,11.1,999.9,21.0,7.0,0.0,2.0,0,92
2,2005,12,06,2005-12-06,12.0,4.9,1024.7,7.4,6.5,12.0,999.9,19.4,8.1,0.0,2.0,0,89
3,2005,12,07,2005-12-07,7.5,-2.1,1036.1,10.0,6.8,11.1,999.9,15.1,0.0,0.0,2.0,0,95
4,2005,12,08,2005-12-08,16.5,7.7,1036.4,8.2,6.0,12.0,999.9,26.6,8.1,0.0,9.1,1,81
5,2005,12,09,2005-12-09,21.3,16.4,1027.2,5.5,9.0,15.9,999.9,28.4,12.9,0.43,9.8,1,83
6,2005,12,10,2005-12-10,17.5,9.9,1015.0,8.1,11.5,15.9,22.9,26.6,10.0,0.0,9.1,1,121
7,2005,12,11,2005-12-11,28.8,21.3,1006.6,7.4,10.0,15.9,22.0,33.1,26.1,0.1,7.9,0,135
1,2005,12,12,2005-12-12,20.7,11.8,1014.5,9.7,5.4,9.9,999.9,28.9,12.0,0.03,7.9,0,126
2,2005,12,13,2005-12-13,24.5,17.5,1022.9,8.0,6.3,9.9,999.9,26.1,23.0,0.0,7.1,0,95
3,2005,12,14,2005-12-14,28.7,23.4,1018.2,6.2,11.4,15.0,20.0,33.8,26.1,0.0,5.9,0,118
4,2005,12,15,2005-12-15,33.3,29.8,1009.1,4.8,7.2,11.1,15.9,35.6,30.0,0.01,5.1,0,109
5,2005,12,16,2005-12-16,24.0,17.2,1011.3,7.4,14.8,22.9,28.0,35.1,21.0,0.02,5.9,0,81
6,2005,12,17,2005-12-17,18.0,9.6,1028.7,10.0,10.5,15.9,21.0,24.1,12.9,0.0,5.9,0,108
7,2005,12,18,2005-12-18,12.8,3.2,1036.7,10.0,8.2,13.0,999.9,21.9,9.0,0.0,5.9,0,120
1,2005,12,19,2005-12-19,6.0,-1.5,1035.0,9.9,9.6,13.0,999.9,16.0,0.0,0.0,5.9,0,85
2,2005,12,20,2005-12-20,12.3,5.6,1028.6,9.5,9.7,12.0,999.9,21.9,0.0,0.0,5.9,0,99
3,2005,12,21,2005-12-21,15.6,8.9,1024.8,6.7,7.1,9.9,999.9,21.9,6.1,0.0,5.9,0,99
4,2005,12,22,2005-12-22,23.6,17.7,1019.6,4.9,9.3,15.0,22.0,37.0,10.9,0.0,5.9,0,132
5,2005,12,23,2005-12-23,38.6,30.8,1008.0,7.8,11.2,15.0,21.0,43.0,36.0,0.0,3.9,0,105
6,2005,12,24,2005-12-24,37.6,34.0,1006.2,4.4,4.3,9.9,999.9,39.9,35.1,0.0,1.2,0,147
7,2005,12,25,2005-12-25,35.3,33.5,1005.6,4.2,11.8,15.9,22.0,39.0,33.1,0.25,1.2,0,157
1,2005,12,26,2005-12-26,35.2,28.7,1012.9,9.9,8.1,14.0,17.1,37.0,33.1,0.02,999.9,0,117
2,2005,12,27,2005-12-27,36.5,31.3,1009.1,7.3,8.1,13.0,17.1,46.0,32.0,0.0,999.9,0,111
3,2005,12,28,2005-12-28,38.7,36.2,999.9,4.0,10.0,19.0,24.1,46.0,32.0,0.02,999.9,0,111
4,2005,12,29,2005-12-29,35.3,30.8,1006.7,7.0,10.1,15.0,19.0,37.9,33.8,0.0,999.9,0,120
5,2005,12,30,2005-12-30,34.7,29.1,1009.8,8.0,7.2,13.0,20.0,39.9,32.0,0.0,999.9,0,121
6,2005,12,31,2005-12-31,34.6,31.0,1005.2,7.1,9.5,14.0,18.1,37.9,32.0,0.08,999.9,0,120
7,2006,01,01,2006-01-01,36.1,29.0,1011.9,8.8,8.1,14.0,15.9,45.0,30.0,0.0,999.9,0,289
1,2006,01,02,2006-01-02,42.3,38.9,1004.5,4.7,9.8,15.9,20.0,46.0,30.0,0.0,999.9,1,145
2,2006,01,03,2006-01-03,40.2,38.0,1010.8,4.4,7.6,13.0,999.9,43.0,39.0,0.0,999.9,0,125
3,2006,01,04,2006-01-04,41.5,38.3,1008.5,5.2,10.4,17.1,22.0,43.0,37.9,0.0,999.9,0,115
4,2006,01,05,2006-01-05,35.6,29.2,1014.7,9.4,11.5,17.1,21.0,37.9,33.1,0.0,999.9,0,115
5,2006,01,06,2006-01-06,30.5,19.2,1020.6,9.9,9.6,17.1,20.0,37.0,28.0,0.0,999.9,0,116
6,2006,01,07,2006-01-07,32.7,25.5,1009.2,9.7,10.3,15.0,22.0,39.9,28.0,0.0,999.9,0,151
7,2006,01,08,2006-01-08,38.2,28.0,1005.3,10.0,8.7,15.0,22.0,45.0,28.9,0.0,999.9,0,139
1,2006,01,09,2006-01-09,37.0,29.4,1017.3,9.8,8.3,12.0,999.9,45.0,34.0,0.0,999.9,0,119
2,2006,01,10,2006-01-10,33.7,24.7,1027.4,9.1,4.9,9.9,999.9,39.9,26.1,0.0,999.9,0,113
3,2006,01,11,2006-01-11,38.6,36.3,1011.3,4.6,8.4,18.1,22.9,43.0,26.1,0.05,999.9,0,108
4,2006,01,12,2006-01-12,43.6,35.4,1007.2,10.0,11.1,15.0,21.0,55.9,36.0,0.08,999.9,0,130
5,2006,01,13,2006-01-13,41.9,38.1,1002.0,5.2,10.4,17.1,22.9,55.9,33.1,0.0,999.9,0,117
6,2006,01,14,2006-01-14,33.1,20.9,1018.0,9.9,12.6,21.0,28.0,48.0,30.0,0.91,999.9,0,146
7,2006,01,15,2006-01-15,33.4,22.9,1016.6,10.0,8.6,14.0,22.0,43.0,28.9,0.0,999.9,0,178
1,2006,01,16,2006-01-16,38.0,27.8,1003.6,10.0,8.3,11.1,15.9,46.0,28.9,0.0,999.9,0,121
2,2006,01,17,2006-01-17,37.5,32.6,1001.1,6.1,9.5,15.0,19.0,46.0,30.9,0.0,999.9,0,122
3,2006,01,18,2006-01-18,26.8,15.5,1007.8,10.0,13.9,17.1,27.0,33.1,21.2,0.0,999.9,0,116
4,2006,01,19,2006-01-19,41.1,30.7,1011.2,10.0,9.4,15.9,22.0,55.0,21.0,0.0,999.9,0,127
5,2006,01,20,2006-01-20,40.9,34.5,1013.8,7.2,8.8,14.0,19.0,52.0,33.8,0.0,999.9,0,131
6,2006,01,21,2006-01-21,30.2,26.3,1025.5,6.1,7.9,15.9,22.9,48.9,23.0,0.55,3.1,1,125
7,2006,01,22,2006-01-22,26.8,24.3,1032.0,3.8,2.2,6.0,999.9,36.0,18.0,0.04,3.1,1,168
1,2006,01,23,2006-01-23,27.7,23.4,1024.0,6.3,6.1,11.1,15.0,36.0,18.0,0.0,2.0,0,126
2,2006,01,24,2006-01-24,33.6,27.3,1009.7,6.9,15.7,27.0,35.0,39.9,23.0,0.0,2.0,0,107
3,2006,01,25,2006-01-25,33.2,20.5,1022.5,9.8,13.2,22.9,31.1,39.9,28.9,0.0,2.0,0,118
4,2006,01,26,2006-01-26,31.7,20.8,1032.4,10.0,5.0,9.9,999.9,42.8,24.8,0.0,999.9,0,121
5,2006,01,27,2006-01-27,39.9,25.1,1028.3,10.0,12.7,19.0,25.1,48.9,23.0,0.0,999.9,0,120
6,2006,01,28,2006-01-28,44.0,34.4,1020.3,9.5,8.5,12.0,18.1,48.9,35.1,0.0,999.9,0,127
7,2006,01,29,2006-01-29,47.8,44.5,998.6,8.0,13.0,18.1,27.0,51.1,39.9,0.5,999.9,0,111
1,2006,01,30,2006-01-30,37.3,31.5,1004.8,9.0,12.8,19.0,27.0,50.0,32.0,0.04,999.9,0,126
2,2006,01,31,2006-01-31,33.3,25.4,1014.3,9.7,8.3,11.1,999.9,39.9,30.9,0.0,999.9,0,114
3,2006,02,01,2006-02-01,39.0,29.8,1008.2,9.9,11.5,18.1,24.1,48.9,30.9,0.0,999.9,0,134
4,2006,02,02,2006-02-02,36.0,30.0,1007.0,7.6,5.2,11.1,999.9,43.0,28.9,0.0,999.9,0,127
5,2006,02,03,2006-02-03,37.4,33.8,1003.1,5.8,5.8,14.0,17.1,44.6,33.1,0.0,999.9,1,114
6,2006,02,04,2006-02-04,31.1,25.8,1009.1,8.5,11.5,15.9,22.0,37.4,26.6,0.23,1.2,0,144
7,2006,02,05,2006-02-05,26.4,18.3,1009.0,9.0,12.0,15.0,19.0,33.8,21.2,0.0,1.2,0,142
1,2006,02,06,2006-02-06,27.5,12.0,1016.9,10.0,11.1,18.1,22.9,35.6,19.9,0.0,999.9,0,111
2,2006,02,07,2006-02-07,26.4,7.1,1022.2,10.0,7.6,9.9,999.9,32.0,19.4,0.0,999.9,0,129
3,2006,02,08,2006-02-08,27.6,12.1,1023.1,9.2,8.7,17.1,22.9,32.0,21.9,0.0,1.2,0,129
4,2006,02,09,2006-02-09,24.1,11.7,1026.1,8.5,8.5,15.0,22.9,32.0,16.0,0.0,1.2,0,114
5,2006,02,10,2006-02-10,30.6,21.0,1017.4,8.9,7.2,13.0,17.1,37.4,26.6,0.0,1.2,0,106
6,2006,02,11,2006-02-11,33.0,25.7,1019.0,7.7,6.8,11.1,999.9,35.6,28.4,0.0,2.0,1,181
7,2006,02,12,2006-02-12,27.1,20.1,1017.5,8.3,7.2,13.0,999.9,30.0,23.0,0.07,1.2,0,155
1,2006,02,13,2006-02-13,25.8,13.2,1015.1,9.8,11.3,18.1,26.0,36.0,17.1,0.0,1.2,0,106
2,2006,02,14,2006-02-14,36.0,22.8,1010.6,9.4,8.9,17.1,21.0,55.4,26.6,0.0,999.9,0,136
3,2006,02,15,2006-02-15,39.9,28.1,1015.2,10.0,10.5,17.1,22.9,48.2,35.6,0.0,999.9,0,119
4,2006,02,16,2006-02-16,35.7,33.0,1011.6,5.4,13.1,22.0,28.0,42.1,33.1,0.21,999.9,0,110
5,2006,02,17,2006-02-17,23.4,13.1,1030.2,9.1,13.7,22.9,29.9,34.0,19.0,0.63,999.9,0,134
6,2006,02,18,2006-02-18,3.8,-13.3,1040.2,10.0,12.1,15.9,22.9,19.0,-6.0,0.0,999.9,0,140
7,2006,02,19,2006-02-19,7.9,-5.6,1035.6,10.0,10.0,14.0,18.1,19.4,1.4,0.0,999.9,0,138
1,2006,02,20,2006-02-20,20.9,4.7,1022.8,10.0,11.5,18.1,22.9,33.1,14.0,0.0,999.9,0,119
2,2006,02,21,2006-02-21,28.8,15.8,1015.9,9.9,9.3,14.0,17.1,37.9,21.2,0.0,999.9,0,107
3,2006,02,22,2006-02-22,35.8,21.7,1012.3,9.2,6.2,11.1,999.9,46.9,28.0,0.0,999.9,0,146
4,2006,02,23,2006-02-23,35.0,19.9,1015.4,10.0,8.5,15.0,19.0,44.1,27.0,0.0,999.9,0,126
5,2006,02,24,2006-02-24,32.2,13.0,1025.1,10.0,9.0,19.0,24.1,46.4,21.2,0.0,999.9,0,144
6,2006,02,25,2006-02-25,35.8,16.9,1022.5,10.0,12.6,18.1,22.9,45.0,25.0,0.0,999.9,0,168
7,2006,02,26,2006-02-26,25.6,1.3,1033.8,10.0,7.9,13.0,18.1,34.0,17.1,0.0,999.9,0,145
1,2006,02,27,2006-02-27,33.0,11.5,1020.5,10.0,7.6,15.9,999.9,39.2,30.2,0.0,999.9,0,120
2,2006,02,28,2006-02-28,30.3,15.8,1017.9,10.0,10.8,15.0,21.0,37.9,26.1,0.0,999.9,0,108
3,2006,03,01,2006-03-01,35.2,18.7,1013.6,10.0,11.0,15.9,18.1,43.0,32.0,0.0,999.9,0,100
4,2006,03,02,2006-03-02,35.5,24.0,1010.5,9.7,9.6,17.1,20.0,39.0,32.0,0.0,999.9,0,121
5,2006,03,03,2006-03-03,30.5,19.5,1027.1,10.0,8.0,14.0,999.9,37.0,24.1,0.0,999.9,0,116
6,2006,03,04,2006-03-04,30.4,18.6,1032.1,10.0,7.4,11.1,999.9,39.0,26.1,0.0,999.9,0,148
7,2006,03,05,2006-03-05,30.1,24.4,1028.1,7.3,4.8,8.9,999.9,32.0,27.0,0.0,3.1,1,136
1,2006,03,06,2006-03-06,33.2,31.2,1020.9,3.2,5.6,12.0,999.9,36.0,32.0,0.22,1.2,1,91
2,2006,03,07,2006-03-07,34.3,24.7,1027.1,7.8,6.6,12.0,20.0,43.0,25.0,0.01,1.2,1,134
3,2006,03,08,2006-03-08,43.5,34.7,1010.9,7.8,9.2,15.0,17.1,52.0,37.9,0.1,999.9,0,115
4,2006,03,09,2006-03-09,53.4,50.7,994.1,5.6,9.8,18.1,24.1,57.9,46.0,0.37,999.9,0,130
5,2006,03,10,2006-03-10,43.1,36.7,1001.8,7.9,8.4,15.9,20.0,53.1,37.4,0.42,999.9,0,135
6,2006,03,11,2006-03-11,53.3,43.4,1013.5,8.8,10.9,21.0,29.9,66.0,44.1,0.01,999.9,0,192
7,2006,03,12,2006-03-12,51.3,44.8,1013.5,8.2,10.1,17.1,22.0,64.9,41.0,0.18,999.9,0,173
1,2006,03,13,2006-03-13,50.4,43.8,1000.3,7.8,15.1,31.1,45.1,64.0,37.9,0.78,999.9,0,105
2,2006,03,14,2006-03-14,33.5,19.9,1014.0,10.0,18.0,25.1,33.0,41.0,27.0,0.57,999.9,0,124
3,2006,03,15,2006-03-15,34.3,18.0,1023.4,10.0,9.2,15.0,21.0,43.0,25.0,0.0,999.9,0,140
4,2006,03,16,2006-03-16,36.0,23.9,1020.5,9.7,10.8,20.0,26.0,37.4,33.8,0.0,999.9,0,125
5,2006,03,17,2006-03-17,34.6,25.4,1026.7,9.3,12.9,19.0,24.1,39.0,32.0,0.0,999.9,0,123
6,2006,03,18,2006-03-18,32.2,18.7,1030.7,10.0,7.6,12.0,14.0,39.9,25.0,0.0,999.9,0,151
7,2006,03,19,2006-03-19,34.4,15.7,1028.0,10.0,6.2,11.1,999.9,46.9,26.1,0.0,999.9,0,154
1,2006,03,20,2006-03-20,33.7,20.3,1025.2,10.0,11.6,19.0,24.1,37.0,30.0,0.0,999.9,0,117
2,2006,03,21,2006-03-21,30.5,18.4,1020.0,10.0,18.8,22.9,28.9,36.0,27.0,0.0,999.9,0,116
3,2006,03,22,2006-03-22,33.6,19.2,1024.4,10.0,9.0,15.9,21.0,48.9,25.0,0.0,999.9,0,115
4,2006,03,23,2006-03-23,39.0,25.4,1024.2,10.0,6.9,9.9,999.9,46.0,33.1,0.0,999.9,0,126
5,2006,03,24,2006-03-24,35.1,28.5,1022.2,8.1,7.3,13.0,999.9,39.0,32.0,0.04,1.2,0,134
6,2006,03,25,2006-03-25,36.3,28.0,1023.0,10.0,7.6,11.1,999.9,44.1,30.9,0.02,1.2,0,145
7,2006,03,26,2006-03-26,38.5,24.7,1025.8,10.0,5.8,11.1,14.0,45.0,30.9,0.0,999.9,0,150
1,2006,03,27,2006-03-27,39.3,25.3,1024.8,10.0,6.7,15.0,21.0,51.1,30.9,0.0,999.9,0,120
2,2006,03,28,2006-03-28,41.1,37.7,1019.7,5.0,9.8,13.0,999.9,44.6,39.2,0.21,999.9,0,82
3,2006,03,29,2006-03-29,45.0,36.3,1025.1,6.7,4.0,8.9,999.9,50.0,41.0,0.11,999.9,0,146
4,2006,03,30,2006-03-30,52.4,39.3,1019.0,8.4,8.7,15.0,21.0,70.0,39.9,0.0,999.9,0,144
5,2006,03,31,2006-03-31,62.2,46.6,1005.7,10.0,18.6,27.0,35.9,69.1,51.1,0.04,999.9,0,155
6,2006,04,01,2006-04-01,45.7,38.0,1015.4,10.0,11.9,26.0,38.1,51.1,41.0,0.02,999.9,0,186
7,2006,04,02,2006-04-02,46.3,39.2,1014.7,9.3,9.7,17.1,24.1,60.8,39.0,0.0,999.9,0,177
1,2006,04,03,2006-04-03,50.0,43.0,1006.3,9.1,14.1,24.1,34.0,59.0,39.0,0.5,999.9,0,134
2,2006,04,04,2006-04-04,45.2,23.5,1017.8,10.0,11.1,20.0,28.0,55.9,36.0,0.15,999.9,0,148
3,2006,04,05,2006-04-05,46.3,21.0,1016.9,10.0,6.4,11.1,999.9,55.0,35.1,0.0,999.9,0,131
4,2006,04,06,2006-04-06,49.3,29.3,1010.3,10.0,8.2,12.0,19.0,57.0,41.0,0.0,999.9,0,133
5,2006,04,07,2006-04-07,48.4,44.0,1001.8,6.1,11.5,26.0,35.9,54.0,37.4,0.0,999.9,0,136
6,2006,04,08,2006-04-08,36.3,25.8,1020.6,10.0,16.0,24.1,33.0,42.1,33.1,0.0,999.9,0,142
7,2006,04,09,2006-04-09,40.4,26.6,1025.2,9.8,3.6,9.9,999.9,55.0,30.0,0.0,999.9,0,146
1,2006,04,10,2006-04-10,52.8,31.1,1021.0,10.0,8.1,15.0,22.9,70.0,42.1,0.0,999.9,0,152
2,2006,04,11,2006-04-11,62.3,36.6,1016.2,10.0,11.6,20.0,31.1,75.0,53.1,0.0,999.9,0,147
3,2006,04,12,2006-04-12,67.7,50.7,1011.3,10.0,15.7,21.0,29.9,75.9,61.0,0.05,999.9,0,139
4,2006,04,13,2006-04-13,66.0,43.1,1017.2,10.0,7.2,20.0,25.1,79.0,54.0,0.0,999.9,0,154
5,2006,04,14,2006-04-14,70.7,56.2,1004.2,9.9,9.5,27.0,35.0,79.0,62.1,0.04,999.9,0,147
6,2006,04,15,2006-04-15,62.5,40.1,1005.7,10.0,9.1,13.0,14.0,75.9,52.0,0.0,999.9,0,215
7,2006,04,16,2006-04-16,55.2,45.2,1004.7,8.6,11.3,24.1,31.1,64.0,48.9,0.12,999.9,0,179
1,2006,04,17,2006-04-17,49.9,39.5,1010.8,9.0,15.0,22.9,29.9,57.0,46.0,1.27,999.9,0,138
2,2006,04,18,2006-04-18,53.0,38.3,1015.2,10.0,9.3,15.0,999.9,64.9,46.0,0.04,999.9,0,133
3,2006,04,19,2006-04-19,61.9,40.7,1012.0,10.0,10.2,14.0,22.9,75.0,52.0,0.0,999.9,0,149
4,2006,04,20,2006-04-20,66.3,42.5,1012.1,10.0,4.3,8.9,999.9,73.9,55.9,0.13,999.9,0,141
5,2006,04,21,2006-04-21,62.4,36.0,1012.6,10.0,5.7,11.1,19.0,72.0,50.0,0.0,999.9,0,161
6,2006,04,22,2006-04-22,60.8,39.8,1011.0,10.0,8.0,18.1,24.1,69.1,53.1,0.01,999.9,0,181
7,2006,04,23,2006-04-23,56.6,40.3,1012.1,10.0,10.1,20.0,27.0,72.0,46.9,0.0,999.9,0,211
1,2006,04,24,2006-04-24,55.2,41.9,1014.2,8.9,4.9,11.1,999.9,72.0,42.1,0.0,999.9,0,117
2,2006,04,25,2006-04-25,46.0,32.4,1016.5,10.0,15.8,22.9,33.0,68.0,36.0,0.04,999.9,0,110
3,2006,04,26,2006-04-26,47.9,25.3,1018.2,10.0,4.1,11.1,19.0,63.0,33.1,0.13,999.9,0,110
4,2006,04,27,2006-04-27,54.8,31.9,1015.3,10.0,7.7,14.0,999.9,69.1,44.1,0.0,999.9,0,134
5,2006,04,28,2006-04-28,54.1,31.5,1021.8,10.0,8.5,13.0,999.9,66.9,45.0,0.0,999.9,0,125
6,2006,04,29,2006-04-29,56.8,36.0,1021.3,9.3,10.8,15.9,20.0,61.0,53.1,0.0,999.9,0,173
7,2006,04,30,2006-04-30,56.8,53.7,1015.4,8.1,17.0,22.9,36.9,60.1,54.0,0.41,999.9,0,155
1,2006,05,01,2006-05-01,56.6,51.0,1016.4,8.5,11.0,15.9,22.9,60.1,54.0,0.43,999.9,0,189
2,2006,05,02,2006-05-02,60.8,53.0,1013.8,6.2,6.6,12.0,14.0,70.0,57.0,0.24,999.9,0,122
3,2006,05,03,2006-05-03,63.5,51.1,1014.7,9.9,6.7,12.0,19.0,73.0,54.0,0.05,999.9,0,132
4,2006,05,04,2006-05-04,62.7,45.6,1014.0,10.0,7.9,13.0,18.1,69.1,55.9,0.0,999.9,0,147
5,2006,05,05,2006-05-05,55.3,41.4,1014.6,10.0,7.5,12.0,15.9,64.0,48.0,0.0,999.9,0,149
6,2006,05,06,2006-05-06,51.0,34.4,1017.9,10.0,7.7,11.1,15.0,55.9,42.1,0.0,999.9,0,160
7,2006,05,07,2006-05-07,56.7,32.5,1016.6,10.0,5.3,11.1,14.0,71.1,45.0,0.0,999.9,0,196
1,2006,05,08,2006-05-08,63.6,38.5,1013.7,10.0,8.9,13.0,17.1,73.9,53.1,0.0,999.9,0,150
2,2006,05,09,2006-05-09,66.5,49.1,1008.9,10.0,9.7,15.9,21.0,73.0,57.0,0.0,999.9,0,140
3,2006,05,10,2006-05-10,66.8,55.3,1005.0,7.6,5.2,12.0,18.1,73.0,59.0,0.0,999.9,0,151
4,2006,05,11,2006-05-11,53.8,48.9,997.9,9.1,14.0,22.0,28.0,71.1,43.0,0.33,999.9,0,114
5,2006,05,12,2006-05-12,40.8,38.3,997.4,9.3,12.0,22.0,29.9,45.0,36.0,0.5,999.9,0,139
6,2006,05,13,2006-05-13,45.7,41.7,1004.8,9.2,4.9,7.0,999.9,48.9,42.8,0.1,999.9,0,117
7,2006,05,14,2006-05-14,48.1,42.1,1010.4,8.8,3.7,13.0,999.9,55.9,41.0,0.04,999.9,0,178
1,2006,05,15,2006-05-15,52.5,47.2,1013.0,8.6,11.4,15.9,20.0,61.0,48.0,0.21,999.9,0,160
2,2006,05,16,2006-05-16,54.6,48.4,1010.4,9.9,6.4,11.1,999.9,64.0,48.0,0.13,999.9,0,136
3,2006,05,17,2006-05-17,58.4,49.2,1005.2,9.5,6.1,18.1,35.0,73.0,50.0,0.02,999.9,0,144
4,2006,05,18,2006-05-18,53.0,42.1,1003.2,10.0,8.5,26.0,29.9,62.1,46.0,0.26,999.9,0,123
5,2006,05,19,2006-05-19,53.1,37.5,1007.5,10.0,6.2,13.0,999.9,61.0,45.0,0.02,999.9,0,119
6,2006,05,20,2006-05-20,56.5,38.5,1011.5,10.0,6.2,15.9,22.0,73.0,41.0,0.0,999.9,0,166
7,2006,05,21,2006-05-21,55.7,36.4,1014.0,10.0,10.5,14.0,15.9,70.0,48.0,0.0,999.9,0,185
1,2006,05,22,2006-05-22,50.5,35.4,1022.0,10.0,5.3,11.1,999.9,59.0,41.0,0.0,999.9,0,137
2,2006,05,23,2006-05-23,58.1,31.4,1022.0,10.0,4.8,8.9,999.9,75.0,43.0,0.0,999.9,0,114
3,2006,05,24,2006-05-24,64.9,43.7,1014.4,10.0,9.4,18.1,25.1,79.0,55.9,0.0,999.9,0,117
4,2006,05,25,2006-05-25,68.9,62.0,1002.1,9.2,11.5,15.9,22.0,73.9,64.0,0.48,999.9,0,153
5,2006,05,26,2006-05-26,69.8,62.3,1002.3,8.0,6.4,11.1,999.9,81.0,64.4,0.01,999.9,0,176
6,2006,05,27,2006-05-27,73.1,60.5,1010.2,6.6,5.7,11.1,15.9,87.1,61.0,0.0,999.9,0,192
7,2006,05,28,2006-05-28,83.2,65.0,1012.4,9.8,10.6,15.9,22.9,93.0,73.9,0.0,999.9,0,184
1,2006,05,29,2006-05-29,81.5,64.9,1015.6,9.8,7.8,19.0,25.1,91.9,73.0,0.0,999.9,0,217
2,2006,05,30,2006-05-30,78.9,65.2,1015.6,10.0,7.6,12.0,20.0,89.1,71.1,0.14,999.9,0,162
3,2006,05,31,2006-05-31,72.4,64.5,1017.5,8.0,7.0,21.0,28.0,87.8,68.0,0.32,999.9,0,155
4,2006,06,01,2006-06-01,68.8,48.6,1018.6,10.0,7.8,13.0,999.9,75.9,63.0,0.0,999.9,0,135
5,2006,06,02,2006-06-02,70.2,43.9,1015.6,10.0,4.8,12.0,14.0,80.1,60.1,0.0,999.9,0,144
6,2006,06,03,2006-06-03,66.5,50.1,1015.4,10.0,7.2,17.1,20.0,73.9,57.0,0.0,999.9,0,182
7,2006,06,04,2006-06-04,66.3,46.0,1015.8,10.0,7.6,12.0,999.9,77.0,57.0,0.0,999.9,0,155
1,2006,06,05,2006-06-05,68.7,44.6,1016.4,10.0,4.4,11.1,999.9,81.0,54.0,0.0,999.9,0,141
2,2006,06,06,2006-06-06,72.4,49.0,1012.7,10.0,8.7,19.0,24.1,82.9,62.1,0.0,999.9,0,127
3,2006,06,07,2006-06-07,73.0,58.8,1009.9,9.9,8.6,14.0,18.1,82.9,64.9,0.0,999.9,0,137
4,2006,06,08,2006-06-08,71.7,55.6,1014.2,9.8,7.3,12.0,999.9,82.0,60.1,0.0,999.9,0,126
5,2006,06,09,2006-06-09,65.0,49.4,1016.1,10.0,12.8,18.1,22.0,81.0,57.9,0.0,999.9,0,138
6,2006,06,10,2006-06-10,55.5,46.1,1015.8,8.6,9.7,15.9,20.0,61.0,48.2,1.49,999.9,0,178
7,2006,06,11,2006-06-11,58.2,43.8,1014.7,10.0,10.0,15.0,999.9,64.0,55.0,0.25,999.9,0,163
1,2006,06,12,2006-06-12,61.0,44.0,1019.0,10.0,8.7,12.0,15.0,69.1,53.1,0.0,999.9,0,140
2,2006,06,13,2006-06-13,62.5,47.6,1020.5,10.0,6.8,11.1,999.9,73.0,53.1,0.0,999.9,0,158
3,2006,06,14,2006-06-14,67.9,48.7,1018.3,10.0,3.9,11.1,999.9,78.1,55.9,0.0,999.9,0,145
4,2006,06,15,2006-06-15,73.3,54.6,1018.0,10.0,6.5,9.9,999.9,84.9,64.0,0.0,999.9,0,128
5,2006,06,16,2006-06-16,81.1,60.1,1016.2,10.0,10.4,15.9,21.0,91.0,73.9,0.0,999.9,0,171
6,2006,06,17,2006-06-17,82.8,60.1,1013.0,10.0,12.2,18.1,24.1,91.9,73.0,0.0,999.9,0,175
7,2006,06,18,2006-06-18,75.6,65.2,1010.0,9.8,11.3,22.9,33.0,90.0,72.0,0.0,999.9,0,222
1,2006,06,19,2006-06-19,76.3,59.8,1011.3,10.0,11.0,21.0,26.0,86.0,69.1,0.02,999.9,0,184
2,2006,06,20,2006-06-20,71.3,56.3,1015.1,10.0,6.5,14.0,19.0,80.1,64.0,0.0,999.9,0,163
3,2006,06,21,2006-06-21,77.8,66.2,1011.5,9.9,9.6,24.1,42.9,88.0,72.0,0.0,999.9,0,169
4,2006,06,22,2006-06-22,76.2,63.9,1014.5,10.0,5.5,20.0,25.1,82.9,68.0,0.06,999.9,0,163
5,2006,06,23,2006-06-23,68.9,52.9,1019.5,10.0,9.4,14.0,999.9,79.0,62.1,0.2,999.9,0,152
6,2006,06,24,2006-06-24,67.8,46.1,1020.2,10.0,5.4,11.1,999.9,79.0,55.0,0.0,999.9,0,155
7,2006,06,25,2006-06-25,69.0,53.4,1017.3,10.0,5.6,12.0,999.9,75.9,66.0,0.0,999.9,0,210
1,2006,06,26,2006-06-26,65.5,58.5,1015.3,9.3,9.5,22.0,25.1,70.0,60.8,0.62,999.9,0,142
2,2006,06,27,2006-06-27,68.3,54.9,1014.1,10.0,5.6,11.1,999.9,79.0,60.1,0.09,999.9,0,129
3,2006,06,28,2006-06-28,69.0,55.7,1015.9,10.0,6.9,15.0,21.0,77.0,61.0,0.0,999.9,0,153
4,2006,06,29,2006-06-29,67.5,54.2,1019.7,9.5,5.6,26.0,29.9,77.0,57.0,0.14,999.9,0,142
